,Rating,Title,Review,Review_Date
512,5.0,"5.0 out of 5 stars
Nice phone📱",I like this phone,2 April 2023
513,4.0,"4.0 out of 5 stars
Overall okay but it can't beat camera quality of oppo","Biggest mistake was to order at Amazon. I myself went at Amazon depot to receive it because delivery boy was not ready to come at 6 pm. Return is most complicated in Amazon. They fixed appointment with technician yesterday and there is no call till now. Flipkart is best to handle quality issues...Amazon broke my trust this time...it's okay for shopping upto 500/-.Camera quality is average. Battery is 4500 only but good thing is charging is very fast. Back cover provided by oneplus is white coloured which masks the appearance of mobile.Moreover, i will use it not more than 6 months due to Camera quality.....which is a little disappointing if you have used Oppo..",19 July 2022
514,5.0,"5.0 out of 5 stars
All over good",All over good,2 April 2023
515,2.0,"2.0 out of 5 stars
Charging Problem","Don't know why the phone stops charging suddenly. When this happens, you have to reboot and then it starts charging. Weird!",5 June 2023
516,5.0,"5.0 out of 5 stars
Budget smartphone, Branded. Dream comes true","Getting OnePlus phone at this budget is really good for me, I loved this phone and it's really cool.",25 March 2023
517,4.0,"4.0 out of 5 stars
Awesome phone",Very good Mobile,9 January 2023
518,5.0,"5.0 out of 5 stars
Super",Very good nice mobile,3 April 2023
519,4.0,"4.0 out of 5 stars
Worth to buy product",Good features in low price segments.,3 January 2023
520,4.0,"4.0 out of 5 stars
Average phone, over all okay.","Like: Handy phone, camera over all ok, processor good but not best.Dislike: network issue, system get slow, sound speaker average, camera not upto the Mark",11 December 2022
521,5.0,"5.0 out of 5 stars
Budget mobile",Best mobile from this price,1 April 2023
522,4.0,"4.0 out of 5 stars
Excellent",Great product from OnePlus it is not meant for the heavy user but works excellent in performing day to day task . Camera quality is also good n the design of phone is also sleek and if u get fed up using samsung phone n want to switch to other brand I think one plus is far good option to go with only the thing I don't lyk is it comes wid Android 11 but at this price range many companies are giving 12 but we can ignore this thing too n comparing this wid moto edge 30 still I can say OnePlus works better.,24 June 2022
523,4.0,"4.0 out of 5 stars
Very well packed.","This product is excellent, It is up to my expectation. But my concern was with the delivery. It was a bit delayed than the promised time.",17 December 2022
524,5.0,"5.0 out of 5 stars
दुनिया का सबसे बढ़िया फोन बा",Super,3 April 2023
525,5.0,"5.0 out of 5 stars
All is well..",All is well,1 April 2023
526,4.0,"4.0 out of 5 stars
Good performance",Mobile battery backup is low but charger is superb and camera is also good .,20 December 2022
527,5.0,"5.0 out of 5 stars
Good product",Good,4 April 2023
528,5.0,"5.0 out of 5 stars
Ok","The media could not be loaded.
                



 Ok",21 April 2023
529,4.0,"4.0 out of 5 stars
Good phone",best phones under 20000 rs. battery🔋 backup is good. All over good working no any hanging problem.,24 December 2022
530,4.0,"4.0 out of 5 stars
Is it worth to buy?",Overall a fine product to use but as per functionality the price could be less (upto 20000) because this phone has nothing special compared to other cheaper phones.,Reviewed in India 🇮🇳 on 30 November 2022
531,4.0,"4.0 out of 5 stars
Ok",Good,Reviewed in India 🇮🇳 on 7 January 2023
532,4.0,"4.0 out of 5 stars
So good",Batter,Reviewed in India 🇮🇳 on 3 January 2023
533,4.0,"4.0 out of 5 stars
Suspect box was opened",Whn I opened box the phone already had scratch guard fitted..does this phone comes as default scar arch guard fitted?…if not then I suspect my phone box was opened earlier before it was delivered to me,Reviewed in India 🇮🇳 on 21 November 2022
534,4.0,"4.0 out of 5 stars
Excellent",Excellent,Reviewed in India 🇮🇳 on 3 January 2023
535,4.0,"4.0 out of 5 stars
Network issue",This phone not exchange with another,Reviewed in India 🇮🇳 on 29 December 2022
536,4.0,"4.0 out of 5 stars
Overall nice phone","Battery life is good, easily lasts a day for my usage, with frequent chat updates, some music playing, once or twice camera usage etc.Display quality, photo quality, sound quality are all above average.However, a bug that disappointed me is that the fingerprint sensor doesn't turn on even in always on display mode. And the bug is so bad, that almost always, the power button has to be pressed for unlocking the phone and at times even then, the fingerprint sensor doesn't give prompt and so the pin has to be entered. Pathetic, I'd say.Worse still is, as understood from the OnePlus community website, the bug is known to the developers, but they've been unable to bring an resolution to this issue till now.",Reviewed in India 🇮🇳 on 22 April 2022
537,5.0,"5.0 out of 5 stars
Good for in budget.","I like that model, but have some issues coming on calling.When I am calling on ear mobile going to be mute.When I am using wifi, the network is going out, and could not come any outgoing calls came.",Reviewed in India 🇮🇳 on 23 February 2023
538,5.0,"5.0 out of 5 stars
Fantastic",Shaandar phone hai 20 k me .Is phone ki keemat 25 k Tak rakhi ja skti thi,Reviewed in India 🇮🇳 on 17 March 2023
539,4.0,"4.0 out of 5 stars
Nice product","After 3 months, Nice at this price from one plus brand, camera good not best, battery life good and charge little faster, fingerprint not in screen is minus, Budget friendly phone",Reviewed in India 🇮🇳 on 22 November 2022
540,4.0,"4.0 out of 5 stars
Ok",Nice,9 January 2023
541,4.0,"4.0 out of 5 stars
Overall ratings 3.5/5",Camera 3/5Battery 5/5Display 4/5Gaming 3.5/5Fast charging 4/5Oxygen OS 5/5 (no adds and bloatwares)Weight should be less than190Not good for onehand use,12 December 2022
542,5.0,"5.0 out of 5 stars
Excellent",Excellent,3 April 2023
543,5.0,"5.0 out of 5 stars
The best",This is the best phone,30 March 2023
544,5.0,"5.0 out of 5 stars
This mobile is good but charging speed is very slow",Battery backup is good phone is good but charging is not good very slow charging,16 March 2023
545,5.0,"5.0 out of 5 stars
Nice look",Camera is to good,30 March 2023
546,4.0,"4.0 out of 5 stars
Value for money phone but not happy with battery backup","I have recently bought this phone 2 days back and I have exchanged my redmi note 7s for this which I was using for past 3 years,the exchange process was smooth and the delivery agent was helpful and very patient.Coming to the model,I m first time OnePlus user but people in my family were using OnePlus earlier, the camera quality and refresh rate is good I'm only disappointed by battery backup the phone charges in 15mins but at night when I sleep I switch off internet connection and the phone is on battery saver mode still phone lost 10% battery this is very disappointing that when I'm not even using it and the phone is new then why this is happening.",11 May 2022
547,5.0,"5.0 out of 5 stars
Good phone","Good looks, fast, battery...Dual apps have only watsapp...other apps cannot clone unlike redmi phones",21 March 2023
548,4.0,"4.0 out of 5 stars
Feels good to handle light n swift. Camera is the biggest con though","Why did they assembled a poor camera despite being a one+?Rest the phone looks good, feels goodQuite a good package in the price",7 December 2022
549,3.0,"3.0 out of 5 stars
Camera not good",I bought one plus to have in mind of its premiumness but camera quality is not upto the mark.,20 February 2023
